PIB por Unidade da Federação
Acre;Alagoas;Amapá;Amazonas;Bahia;Ceará;Distrito Federal;Espírito Santo;Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Minas Gerais;Paraná;Paraíba;Pará;Pernambuco;Piauí;Rio Grande do Norte;Rio Grande do Sul;Rio de Janeiro;Rondônia;Roraima;Santa Catarina;Sergipe;São Paulo;Tocantins
26291321;89688932;28020120;161794976;430987853;232239257;365669108;209829732;336746975;149227195;273008586;184402118;971977551;670919162;96963174;254546511;270474919;80916856;101740275;650107022;1172871443;76456179;25124805;513392973;60816662;3444814033;64317699

Fonte: "IBGE, em parceria com os &Oacute;rg&atilde;os Estaduais de Estat&iacute;stica, Secretarias Estaduais de Governo e Superintend&ecirc;ncia da Zona Franca de Manaus - SUFRAMA"
